"month","year","park","ndvi_monthly_mean"
11,2015,"ELKI",0.310444109339118
12,2015,"ELKI",0.352990572459382
1,2016,"ELKI",0.222459864132162
2,2016,"ELKI",0.516885268203171
3,2016,"ELKI",0.0643396876269007
4,2016,"ELKI",0.0741671073402476
5,2016,"ELKI",0.0301396741797389
6,2016,"ELKI",0.578154872798233
7,2016,"ELKI",0.499839423409167
8,2016,"ELKI",0.121566189336119
9,2016,"ELKI",0.332371216066876
10,2016,"ELKI",0.101604055506067
11,2016,"ELKI",0.116648150842448
12,2016,"ELKI",0.375035561083375
1,2017,"ELKI",0.0690373983803023
2,2017,"ELKI",0.601895401235899
3,2017,"ELKI",0.0806555156756734
4,2017,"ELKI",0.0429416035047711
5,2017,"ELKI",0.0297828217487528
6,2017,"ELKI",0.59601252135687
7,2017,"ELKI",0.524099047210061
8,2017,"ELKI",0.0418093288103636
9,2017,"ELKI",0.348197759363991
10,2017,"ELKI",0.0282955636432412
11,2017,"ELKI",0.204838286884746
12,2017,"ELKI",0.373976245757613
1,2018,"ELKI",0.0734758504982001
2,2018,"ELKI",0.462563134565656
3,2018,"ELKI",0.0202753763367383
4,2018,"ELKI",0.0245109027872361
5,2018,"ELKI",0.0458024641893998
6,2018,"ELKI",0.560682079542309
7,2018,"ELKI",0.542922296200359
8,2018,"ELKI",0.014693439238461
9,2018,"ELKI",0.441314037092824
10,2018,"ELKI",0.0435767050239211
11,2018,"ELKI",0.218559208856677
12,2018,"ELKI",0.23137315762534
1,2019,"ELKI",0.172246610385752
2,2019,"ELKI",0.464237990554016
3,2019,"ELKI",0.047536283969587
4,2019,"ELKI",0.025033115103661
5,2019,"ELKI",0.0104297777871235
6,2019,"ELKI",0.396380266599957
7,2019,"ELKI",0.382085923518813
8,2019,"ELKI",0.0217714890976148
9,2019,"ELKI",0.289796008440084
10,2019,"ELKI",0.109086407443082
11,2019,"ELKI",0.232942468232045
12,2019,"ELKI",0.321953553163242
1,2020,"ELKI",0.0920459816428578
2,2020,"ELKI",0.639323391085678
3,2020,"ELKI",0.0358418851714402
4,2020,"ELKI",0.0224888601455041
5,2020,"ELKI",0.0348888083929575
6,2020,"ELKI",0.538172843951079
7,2020,"ELKI",0.428311343410092
8,2020,"ELKI",0.0177183862885642
9,2020,"ELKI",0.288005861234051
10,2020,"ELKI",0.0510954351806217
11,2020,"ELKI",0.178784601976565
12,2020,"ELKI",0.392867384526352
1,2021,"ELKI",0.195603508359526
2,2021,"ELKI",0.449708449115757
3,2021,"ELKI",0.0260639972475842
4,2021,"ELKI",0.0363807737947591
5,2021,"ELKI",0.0285530836626999
6,2021,"ELKI",0.553072287281043
7,2021,"ELKI",0.551764592756502
8,2021,"ELKI",0.0602073493997463
9,2021,"ELKI",0.248599981164786
10,2021,"ELKI",0.145984570674177
11,2021,"ELKI",0.301398620668593
12,2021,"ELKI",0.374135563539773
1,2010,"FIVE",0.154443
2,2010,"FIVE",0.280780333333333
3,2010,"FIVE",0.000764133034455791
4,2010,"FIVE",0.0489774002268174
5,2010,"FIVE",0.000227800370568048
6,2010,"FIVE",0.276822900248751
7,2010,"FIVE",0.16690828698879
8,2010,"FIVE",0.168682737170275
9,2010,"FIVE",0.226720248197981
10,2010,"FIVE",0.0535888406869121
11,2010,"FIVE",0.205890999149268
12,2010,"FIVE",0.136598949462004
1,2011,"FIVE",0.17489262871722
2,2011,"FIVE",0.253764359779259
3,2011,"FIVE",-0.0100706453904128
4,2011,"FIVE",0.0381444926396779
5,2011,"FIVE",0.00346429482252075
6,2011,"FIVE",0.284427382478554
7,2011,"FIVE",0.239586249191643
8,2011,"FIVE",0.0573176283511524
9,2011,"FIVE",0.11717266649535
10,2011,"FIVE",0.10599681821273
11,2011,"FIVE",0.176539655227392
12,2011,"FIVE",0.193157900308824
1,2012,"FIVE",0.167379310338182
2,2012,"FIVE",0.275713218742626
3,2012,"FIVE",-0.0210888888299594
4,2012,"FIVE",0.0494797183184564
5,2012,"FIVE",0.00912975309086251
6,2012,"FIVE",0.294237761166007
7,2012,"FIVE",0.281650000364166
8,2012,"FIVE",0.0801896030297101
9,2012,"FIVE",0.174688400038183
10,2012,"FIVE",0.0136371154054269
11,2012,"FIVE",0.0946153198505197
12,2012,"FIVE",0.285203001298477
1,2013,"FIVE",0.0694865521456803
2,2013,"FIVE",0.28603042663725
3,2013,"FIVE",-0.0179522858017832
